REFERENCIA;REFERENCIAS ALTERNAS;NOMBRE;DESCRIPCION;MARCA;LINEA;SUB-LINEA;CLASIFICACION;INVENTARIO;PRECIO LISTA
121-1007SBI/41339;0;CUÑA VALVULA ADMISION Y ESCAPE INTERNATIONAL DT360 Y DT466 MODELO VIEJO P/ PISTON 1817520 (CUÑERO CUADRADO) (USA 24 UND POR MOTOR) PRECIO POR UNID;CUÑA VALVULA ADMISION Y ESCAPE INTERNATIONAL DT360 Y DT466 MODELO VIEJO P/ PISTON 1817520 (CUÑERO CUADRADO) (USA 24 UND POR MOTOR) PRECIO POR UNID;SBI;REPARACION CULATA;SBI;MOTOR;1,00;$ 1.106,00
121-1079SBI/3900250;0;CUÑA VALVULAS ADMISION Y ESCAPE CUMMINS ISC;CUÑA VALVULAS ADMISION Y ESCAPE CUMMINS ISC;SBI;REPARACION CULATA;SBI;MOTOR;1,00;$ 940,00
KITSTM;#N/D;0;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;44,00;#N/D
8;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;61,00;#N/D
3689587;5286984;ESPARRAGOS DEL TURBO CUMMINS ISX X15;ESPARRAGOS DEL TURBO CUMMINS ISX X15;CUMMINS;CUMMINS;CUMMINS;MOTOR;8,00;$ 34.783,00
3678756;0;ORING DE LA POMA O TUBO SUCCION ACEITE CUMMINS ISX X15;ORING DE LA POMA O TUBO SUCCION ACEITE CUMMINS ISX X15;CUMMINS;CUMMINS;CUMMINS;MOTOR;15,00;$ 38.389,00
3687058;0;ROCIADOR DE ACEITE (USA 6X MOTOR) CUMMINS ISX X15;ROCIADOR DE ACEITE (USA 6X MOTOR) CUMMINS ISX X15;CUMMINS;CUMMINS;CUMMINS;MOTOR;12,00;$ 67.391,00
140024;0;ACOPLE ANTIPATINAJE DS170;ACOPLE ANTIPATINAJE DS170;SPICER;DANA;DANA;DIFERENCIAL;12,00;$ 82.307,00
140008;0;HORQUILLA ACOPLE ANTIPATINAJE DS170;HORQUILLA ACOPLE ANTIPATINAJE DS170;SPICER;DANA;DANA;DIFERENCIAL;12,00;$ 161.874,00
4386023;3820320;VALULA DE ALIVIO DE PRESION DE ACEITE O BYPASS CUMMINS ISX ISM;VALULA DE ALIVIO DE PRESION DE ACEITE O BYPASS CUMMINS ISX ISM;CUMMINS;CUMMINS;CUMMINS;MOTOR;7,00;$ 93.982,00
16658;0;PISTON CARCAZA RT8609A;PISTON CARCAZA RT8609A;FULLER;FULLER;FULLER;TRANSMISION;5,00;$ 130.147,00
228306;0;TAPA SINCRONIZADOR 2A Y 3A 285-455-4005;TAPA SINCRONIZADOR 2A Y 3A 285-455-4005;FULLER;FULLER;FULLER;TRANSMISION;5,00;$ 61.862,00
90188;0;TAPA TUERCA FAN CLUTCH DRIVE MASTER;TAPA TUERCA FAN CLUTCH DRIVE MASTER;HORTON;HORTON;HORTON;AIRE;5,00;$ 7.559,00
196057;0;DISCO VALVULA KIT ACTUADORES CUMMINS ISX X15;DISCO VALVULA KIT ACTUADORES CUMMINS ISX X15;CUMMINS;CUMMINS;CUMMINS;MOTOR;4,00;$ 155.750,00
3315696;0;PIÑA SINCRONIZADOR REVERSA FS-6206A;PIÑA SINCRONIZADOR REVERSA FS-6206A;FULLER;FULLER;FULLER;TRANSMISION;3,00;$ 77.353,00
551-5401;#N/D;0;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;2,00;#N/D
551-5346;#N/D;0;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;2,00;#N/D
4301825;0;EJE DE TOMA FS-5205A;EJE DE TOMA FS-5205A;FULLER;FULLER;FULLER;TRANSMISION;1,00;$ 792.804,00
551-0001;#N/D;0;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;1,00;#N/D
3315723;0;PIÑA PIÑON CRRDIZO 3RA FS-6206A;PIÑA PIÑON CRRDIZO 3RA FS-6206A;FULLER;FULLER;FULLER;TRANSMISION;1,00;$ 77.353,00
CT350;0;ABRAZADERA 3,5 MAGUERA;ABRAZADERA 3,5 MAGUERA;BREZZE;USA;USA;VARIOS;0,00;$ 0,00
STB-306;#N/D;0;#N/D;MT;USA;USA;VARIOS;0,00;#N/D
STB-406;#N/D;0;#N/D;MT;USA;USA;VARIOS;0,00;#N/D
SRT-356;#N/D;0;#N/D;USA;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
CT300;0;"ABRAZADERA 3"" MANGUERA FLEXIBLE";"ABRAZADERA 3"" MANGUERA FLEXIBLE";BREZZE;USA;USA;VARIOS;0,00;$ 0,00
CT450;0;ABRAZADERA 5 MANGUERA;ABRAZADERA 5 MANGUERA;BREZZE;USA;USA;VARIOS;0,00;$ 0,00
CT450CM;#N/D;0;#N/D;MAXI TRUCK;USA;USA;VARIOS;0,00;#N/D
3067979;#N/D;0;#N/D;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;#N/D
CT400;0;ABRAZADERA 4 MANGUERA;ABRAZADERA 4 MANGUERA;BREZZE;USA;USA;VARIOS;0,00;$ 0,00
CT500;#N/D;0;#N/D;FLEXFAB;USA;USA;VARIOS;0,00;#N/D
PAI803632;0;ABRAZADERA ACERO 2-1/2 TORQUE CONTINUO PARA MANGUERA AGUA Y REFRIGERANTE;ABRAZADERA ACERO 2-1/2 TORQUE CONTINUO PARA MANGUERA AGUA Y REFRIGERANTE;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
PAI1946;0;"ABRAZADERA ACERO 4"" TORQUE CONTINUO PARA MANGUERA INTERCOOLER";"ABRAZADERA ACERO 4"" TORQUE CONTINUO PARA MANGUERA INTERCOOLER";PAI;PAI;PAI;MOTOR;0,00;$ 0,00
SAP20011L;#N/D;0;#N/D;SAP;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
3937777;0;ABRAZADERA CAUCHO ARO ENFOCADOR;ABRAZADERA CAUCHO ARO ENFOCADOR;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;$ 0,00
2002612C1;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
A2297P3630;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
803631PAI;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
S-25514;#N/D;0;#N/D;NEWSTAR;NEWSTAR;NEWSTAR;AIRE;0,00;#N/D
3553803C2/442130PAI;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
X007831/90365A;#N/D;"ABRAZADERA EXOSTO DE 3 1/2""";#N/D;DONALDSON;PAI;PAI;MOTOR;0,00;#N/D
X007785/ECL1942 AV;#N/D;0;#N/D;TORCTITE;MT-OTROS;MT-OTROS;SUSPENSION;0,00;#N/D
PAI1942;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
690835C1;0;ABRAZADERA LLENADOR DE ACEITE;ABRAZADERA LLENADOR DE ACEITE;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;$ 0,00
21428;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
21427;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
90347T-X;#N/D;0;#N/D;SPICER;DANA;DANA;DIFERENCIAL;0,00;#N/D
CT300MT;#N/D;0;#N/D;FLEXFAB;USA;USA;VARIOS;0,00;#N/D
504;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
50;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
MT-461;#N/D;0;#N/D;MT;USA;USA;VARIOS;0,00;#N/D
STB-356;#N/D;0;#N/D;MT;USA;USA;VARIOS;0,00;#N/D
MT-588;#N/D;0;#N/D;MT;USA;USA;VARIOS;0,00;#N/D
15249419;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
576183C1;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
LUC 10513;#N/D;0;#N/D;LUCAS OIL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
5564527;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
85W140-20L;#N/D;ACEITE PARTA DIFERENCIAL 20L;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85W140-5L;#N/D;ACEITE PARTA DIFERENCIAL 5L;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
17911/EF26160EXC;#N/D;0;#N/D;EXCEL;PAI;PAI;MOTOR;0,00;#N/D
7831-5287/EHB-4135PAI;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
VAD7500 750 005;0;ACOPLE COMPRESOR MOTOR BUS RUNNER;ACOPLE COMPRESOR MOTOR BUS RUNNER;VADEN;VADEN;VADEN;AIRE;0,00;$ 0,00
4304499TAS;#N/D;0;#N/D;TAS;TAS;TAS;TRANSMISION/DIFER;0,00;#N/D
20921;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
4306291;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
3533425C3;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
3559213C2;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
3559214C2;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
A5156/21351TAS;0;ACOPLE PIÑON MONO 14715/915 8908LL;ACOPLE PIÑON MONO 14715/915 8908LL;TAS;TAS;TAS;TRANSMISION/DIFER;0,00;$ 0,00
PAI2634;0;ACOPLE PIÑON MONO (COPA) T2180/ A LA DERECHA PLATO 25320;ACOPLE PIÑON MONO (COPA) T2180/ A LA DERECHA PLATO 25320;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
PAI 2532;#N/D;PLATO SINCRONIZADOR KJA ANTIGUA;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
2988;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
127510;#N/D;0;#N/D;DANA;DANA;DANA;DIFERENCIAL;0,00;#N/D
4302242/S2501;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
4302242A;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
K3936RX/K4252;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
4089980;#N/D;0;#N/D;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;#N/D
4303225;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
D4089981/5693748;#N/D;0;#N/D;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;#N/D
FI-0485989;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
A7516;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
7516/7414;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
3000341;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
3000342;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
D078;#N/D;0;#N/D;VARIOS;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
3082208;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
803967PAI;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
2000/MPU560.170MANS;PAI2000/10QK388;SOPORTE INFERIOR TAMDEN MACK EN POLIURETANO;SOPORTE INFERIOR TAMDEN MACK EN POLIURETANO;MANSONS;MANSONS;MANSONS;SUSPENSION;0,00;$ 0,00
0040K;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
HN X8875295;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
HN X8873894;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
21425;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
65513/85338;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85338/65513GAB;S25515-HDK;AMORTIGUADOR DELANTERO TRES EJES TRAIL INTRAX 30;AMORTIGUADOR DELANTERO TRES EJES TRAIL INTRAX 30;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
85937/65523GAB;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
65500/85738MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85738/65500GAB;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
83053/66161MER;#N/D;0;#N/D;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;#N/D
85316/65107MER;0;AMORTIGUADOR DELANTERO EAGLE;AMORTIGUADOR DELANTERO EAGLE;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
85316/65107GAB;0;AMORTIGUADOR DELANTERO EAGLE;AMORTIGUADOR DELANTERO EAGLE;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
65107/85316MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85918/65139MER;0;AMORTIGUADOR DELANTERO FREIGTHLINER CL 120 Y M2-112 10-13164-000;AMORTIGUADOR DELANTERO FREIGTHLINER CL 120 Y M2-112 10-13164-000;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
85918/65139GAB;0;AMORTIGUADOR DELANTERO FREIGTHLINER CL120/BUS;AMORTIGUADOR DELANTERO FREIGTHLINER CL120/BUS;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
85031/65128GAB;0;AMORT KW DEL T300, T370, T 360;AMORT KW DEL T300, T370, T 360;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
65128/85031MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85031/65128MER;0;AMORT KW DEL T300, T370, T 360;AMORT KW DEL T300, T370, T 360;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
85959/65162GAB;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85959/65162MER;0;AMORTIGUADOR DELANTERO BLUE BIRD (HD5891);AMORTIGUADOR DELANTERO BLUE BIRD (HD5891);MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
65456/85301MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
65431/85909MON;0;AMORT KW TRAS SUSP NEUM EAGLE PETROLERA;AMORT KW TRAS SUSP NEUM EAGLE PETROLERA;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
85909/65431GAB;0;AMORTIGUADOR KW TRASER SUSPEN NEUM EAGLE;AMORTIGUADOR KW TRASER SUSPEN NEUM EAGLE;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
85318/74415;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
83014/66154;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
83019/66117;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
83023/66178;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
83031/66159;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74425-A/85724;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74422/85733;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74418/85709;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74416/85705;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74415/85318;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74412/85704;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74411/85703;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74406/85712;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74402/85711;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74006/85304;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74004/85315;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74003/85314;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
74001/85307;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
89049;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85037;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85933/65497/94;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85928/65144;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85304/74006;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85307/74001;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85733/74422;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85703/74411;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85705/74416;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
65144/85928;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85711/74402;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
85712/65430;0;AMORTIGUADOR TRAILER GALLEGO;AMORTIGUADOR TRAILER GALLEGO;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
66010-3208;#N/D;0;#N/D;VOLVO;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
83025/66162GAB AV;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
83025/66162MER;0;AMORTIGUADOR CABINA EAGLE Y KENWORTH;AMORTIGUADOR CABINA EAGLE Y KENWORTH;MERITOR;AMORTIGUADORES;MERITOR;SUSPENSION;0,00;$ 0,00
66162/83025MON;0;AMORTIGUADOR CABINA EAGLE Y KENWORTH;AMORTIGUADOR CABINA EAGLE Y KENWORTH;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
83038/66122 NAL;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
83049;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
83040/66124GAB;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
83040/66124MER;#N/D;0;#N/D;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;#N/D
66112/83039MON;0;AMORTIGUADOR CABINA M2 112;AMORTIGUADOR CABINA M2 112;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
83039/66112MER;0;AMORTIGUADOR CABINA M2 112;AMORTIGUADOR CABINA M2 112;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
83039/66112GAB;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
83003/66150;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
66115/83050MON;0;AMORTIGUADOR CABINA MACK;AMORTIGUADOR CABINA MACK;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
83050/66115MER;0;AMORTIGUADOR CABINA MACK;AMORTIGUADOR CABINA MACK;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
83050/66115GAB;0;AMORTIGUADOR CABINA MACK;AMORTIGUADOR CABINA MACK;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
2595314C1/83062;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
83062/2595314C1IHC;0;AMORTIGUADOR CAB. PROSTAR;AMORTIGUADOR CAB. PROSTAR;ICH;USA;USA;SUSPENSION;0,00;$ 0,00
3501427C1IHC;66138;AMORTIGUADOR CAPO EAGLE;AMORTIGUADOR CAPO EAGLE;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;$ 0,00
11QM46AM/804306PAI;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
A17-14297-000;0;AMORTIGUADOR CAPOT M2 106SENCILLO;AMORTIGUADOR CAPOT M2 106SENCILLO;FREIGHTLINER;FREIGHTLINER;FREIGHTLINER;SUSPENSION;0,00;$ 0,00
85709/74418;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
58913-011;#N/D;0;#N/D;HENDRICKSON;HENDRICKSON;HENDRICKSON;SUSPENSION;0,00;#N/D
65162/85959MON;0;AMORTIGUADOR DELANTERO BLUE BIRD (HD5891);AMORTIGUADOR DELANTERO BLUE BIRD (HD5891);MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
65106/83124;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
83136/66628MER;#N/D;0;#N/D;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;#N/D
83136/66628GAB;0;AMORTIGUADOR DELANTERO KODIAK;AMORTIGUADOR DELANTERO KODIAK;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
3581109C3;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
85924/65147MER AV;#N/D;0;#N/D;MERITOR;AMORTIGUADORES;MERITOR;SUSPENSION;0,00;#N/D
65147/85924MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85924/65147GAB;0;AMORTIGUADOR DELANTERO EAGLE;AMORTIGUADOR DELANTERO EAGLE;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
65465/85914MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85914/65465MER;0;AMORTIGUADOR DELANTERO HI7000;AMORTIGUADOR DELANTERO HI7000;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
83207GAB;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85957/65144MER;0;AMORTIGUADOR DELANTERO INTERNATIONAL WORK STAR;AMORTIGUADOR DELANTERO INTERNATIONAL WORK STAR;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
804306;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
85920/65148;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
65158/85954MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
3606859C1/85954;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
85954/65158MER;3606859C1;AMORTIGUADOR EJE DELANTERO PROSTAR 3606859C1;AMORTIGUADOR EJE DELANTERO PROSTAR 3606859C1;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
85925/65146GAB;0;AMORTIGUADOR DELANTERO 7600 INTERNACIONAL WORK STAR;AMORTIGUADOR DELANTERO 7600 INTERNACIONAL WORK STAR;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;$ 0,00
85925/65146MER;0;AMORTIGUADOR DELANTERO 7600 WORK STAR;AMORTIGUADOR DELANTERO 7600 WORK STAR;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
74029/85308MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85308/74029MER;0;AMORTIGUADOR INTERMEDIO TOLVA ARGOS;AMORTIGUADOR INTERMEDIO TOLVA ARGOS;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;$ 0,00
83121/65484;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
65103/85320MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
66923/83456MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
89407/65106;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
HDR 60657 003;#N/D;0;#N/D;HENDRICKSON;HENDRICKSON;HENDRICKSON;SUSPENSION;0,00;#N/D
739;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
85005/65110GAB;#N/D;0;#N/D;GABRIEL;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
65110/85005MON;#N/D;0;#N/D;MONROE;AMORTIGUADORES;AMORTIGUADORES;SUSPENSION;0,00;#N/D
85005/65110MER;#N/D;0;#N/D;MERITOR;AMORTIGUADORES;MERITOR;DIFERENCIAL;0,00;#N/D
85300/65410;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
BOS6222067-001A;#N/D;0;#N/D;BOSTROM;CVG;CVG;VARIOS;0,00;#N/D
SK582-7/232521-03;#N/D;0;#N/D;NATIONAL;CVG;CVG;VARIOS;0,00;#N/D
2594712C91;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
